type	subtype	sarg	source	description	ko	definition
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630878.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630878.1	class A beta-lactamase SHV-226	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630879.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630879.1	class A beta-lactamase SHV-227	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630880.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630880.1	class A beta-lactamase SHV-228	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_152330890.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_152330890.1	extended-spectrum class A beta-lactamase SHV-4	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_156404661.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_156404661.1	class A beta-lactamase SHV-115	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_200525730.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_200525730.1	class A beta-lactamase SHV-175	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_223146970.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_223146970.1	class A beta-lactamase SHV-122b	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_223146982.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_223146982.1	broad-spectrum class A beta-lactamase SHV-229	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_265929472.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_265929472.1	inhibitor-resistant class A beta-lactamase SHV-242	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_268871888.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_268871888.1	extended-spectrum class A beta-lactamase SHV-230	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_268871889.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_268871889.1	inhibitor-resistant extended-spectrum class A beta-lactamase SHV-231	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_328703073.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_328703073.1	inhibitor-resistant class A beta-lactamase SHV-233	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_328703074.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_328703074.1	inhibitor-resistant class A beta-lactamase SHV-234	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_328703075.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_328703075.1	class A beta-lactamase SHV-235	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_328703076.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_328703076.1	class A beta-lactamase SHV-236	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_328703077.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_328703077.1	class A beta-lactamase SHV-237	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_328703078.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_328703078.1	inhibitor-resistant extended-spectrum class A beta-lactamase SHV-238	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_328703079.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_328703079.1	inhibitor-resistant class A beta-lactamase SHV-239	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_328703080.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_328703080.1	inhibitor-resistant class A beta-lactamase SHV-241	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_328703081.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_328703081.1	class A beta-lactamase SHV-243	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_367187977.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_367187977.1	class A beta-lactamase SHV-19	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_367187978.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_367187978.1	class A beta-lactamase SHV-245	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_367187979.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_367187979.1	extended-spectrum class A beta-lactamase SHV-6	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_367187980.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_367187980.1	inhibitor-resistant broad-spectrum class A beta-lactamase SHV-84	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_371211403.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_371211403.1	class A beta-lactamase SHV-248	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_420354195.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_420354195.1	class A beta-lactamase SHV-246	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_420354196.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_420354196.1	class A beta-lactamase SHV-247	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_420354197.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_420354197.1	class A beta-lactamase SHV-249	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_420354198.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_420354198.1	class A beta-lactamase SHV-250	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_420354199.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_420354199.1	class A beta-lactamase SHV-251	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_420354200.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_420354200.1	class A beta-lactamase SHV-252	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_435892101.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_435892101.1	class A beta-lactamase SHV-255	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_459076600.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_459076600.1	class A beta-lactamase SHV-256	K17836*	beta-lactamase class A
beta-lactam	blaSHW	SARG|beta-lactam|blaSHW|WP_063842911.1	NCBI|amr:amr|beta-lactam|blaSHW|WP_063842911.1	SHW family subclass B1 metallo-beta-lactamase SFB-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSHW	SARG|beta-lactam|blaSHW|WP_063842915.1	NCBI|amr:amr|beta-lactam|blaSHW|WP_063842915.1	SHW family subclass B1 metallo-beta-lactamase SLB-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSIE	SARG|beta-lactam|blaSIE|WP_007683232.1	NCBI|amr:amr|beta-lactam|blaSIE|WP_007683232.1	subclass B3 metallo-beta-lactamase SIE-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSIM	SARG|beta-lactam|blaSIM|WP_017901052.1	NCBI|amr:amr|beta-lactam|blaSIM|WP_017901052.1	subclass B1 metallo-beta-lactamase SIM-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSIM	SARG|beta-lactam|blaSIM|WP_063864722.1	NCBI|amr:amr|beta-lactam|blaSIM|WP_063864722.1	subclass B1 metallo-beta-lactamase SIM-2	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSIQ	SARG|beta-lactam|blaSIQ|WP_172840887.1	NCBI|amr:amr|beta-lactam|blaSIQ|WP_172840887.1	subclass B3 metallo-beta-lactamase SIQ-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSMB	SARG|beta-lactam|blaSMB|WP_063864723.1	NCBI|amr:amr|beta-lactam|blaSMB|WP_063864723.1	subclass B3 metallo-beta-lactamase SMB-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSME	SARG|beta-lactam|blaSME|WP_063864724.1	NCBI|amr:amr|beta-lactam|blaSME|WP_063864724.1	carbapenem-hydrolyzing class A beta-lactamase SME-1	K17836*	beta-lactamase class A
beta-lactam	blaSME	SARG|beta-lactam|blaSME|WP_063864725.1	NCBI|amr:amr|beta-lactam|blaSME|WP_063864725.1	carbapenem-hydrolyzing class A beta-lactamase SME-2	K17836*	beta-lactamase class A
beta-lactam	blaSME	SARG|beta-lactam|blaSME|WP_063864726.1	NCBI|amr:amr|beta-lactam|blaSME|WP_063864726.1	carbapenem-hydrolyzing class A beta-lactamase SME-3	K17836*	beta-lactamase class A
beta-lactam	blaSME	SARG|beta-lactam|blaSME|WP_063864730.1	NCBI|amr:amr|beta-lactam|blaSME|WP_063864730.1	carbapenem-hydrolyzing class A beta-lactamase SME-4	K17836*	beta-lactamase class A
beta-lactam	blaSME	SARG|beta-lactam|blaSME|WP_063864740.1	NCBI|amr:amr|beta-lactam|blaSME|WP_063864740.1	carbapenem-hydrolyzing class A beta-lactamase SME-5	K17836*	beta-lactamase class A
beta-lactam	blaSME	SARG|beta-lactam|blaSME|WP_420354201.1	NCBI|amr:amr|beta-lactam|blaSME|WP_420354201.1	carbapenem-hydrolyzing class A beta-lactamase SME-6	K17836*	beta-lactamase class A
beta-lactam	blaSPG	SARG|beta-lactam|blaSPG|WP_063864745.1	NCBI|amr:amr|beta-lactam|blaSPG|WP_063864745.1	subclass B3 metallo-beta-lactamase SPG-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPI	SARG|beta-lactam|blaSPI|WP_002995710.1	NCBI|amr:amr|beta-lactam|blaSPI|WP_002995710.1	subclass B1 metallo-beta-lactamase SPI-3	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPI	SARG|beta-lactam|blaSPI|WP_430702254.1	NCBI|amr:amr|beta-lactam|blaSPI|WP_430702254.1	subclass B1 metallo-beta-lactamase SPI-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPI	SARG|beta-lactam|blaSPI|WP_430702255.1	NCBI|amr:amr|beta-lactam|blaSPI|WP_430702255.1	subclass B1 metallo-beta-lactamase SPI-2	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPI	SARG|beta-lactam|blaSPI|WP_430702256.1	NCBI|amr:amr|beta-lactam|blaSPI|WP_430702256.1	subclass B1 metallo-beta-lactamase SPI-4	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPI	SARG|beta-lactam|blaSPI|WP_430702257.1	NCBI|amr:amr|beta-lactam|blaSPI|WP_430702257.1	subclass B1 metallo-beta-lactamase SPI-5	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPI	SARG|beta-lactam|blaSPI|WP_430702258.1	NCBI|amr:amr|beta-lactam|blaSPI|WP_430702258.1	subclass B1 metallo-beta-lactamase SPI-6	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPI	SARG|beta-lactam|blaSPI|WP_430702259.1	NCBI|amr:amr|beta-lactam|blaSPI|WP_430702259.1	subclass B1 metallo-beta-lactamase SPI-7	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPI	SARG|beta-lactam|blaSPI|WP_430702260.1	NCBI|amr:amr|beta-lactam|blaSPI|WP_430702260.1	subclass B1 metallo-beta-lactamase SPI-8	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPI	SARG|beta-lactam|blaSPI|WP_430702261.1	NCBI|amr:amr|beta-lactam|blaSPI|WP_430702261.1	subclass B1 metallo-beta-lactamase SPI-9	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPM	SARG|beta-lactam|blaSPM|WP_063864747.1	NCBI|amr:amr|beta-lactam|blaSPM|WP_063864747.1	subclass B1 metallo-beta-lactamase SPM-1	K17837	metallo-beta-lactamase class B
beta-lactam	blaSPN79	SARG|beta-lactam|blaSPN79|WP_122630830.1	NCBI|amr:amr|beta-lactam|blaSPN79|WP_122630830.1	subclass B1 metallo-beta-lactamase SPN79-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPR	SARG|beta-lactam|blaSPR|WP_012145975.1	NCBI|amr:amr|beta-lactam|blaSPR|WP_012145975.1	putative metallo-beta-lactamase SPR-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaSPS	SARG|beta-lactam|blaSPS|WP_013255389.1	NCBI|amr:amr|beta-lactam|blaSPS|WP_013255389.1	subclass B1 metallo-beta-lactamase SPS-1	K17837	metallo-beta-lactamase class B
beta-lactam	blaSRT	SARG|beta-lactam|blaSRT|WP_033642964.1	NCBI|amr:amr|beta-lactam|blaSRT|WP_033642964.1	class C beta-lactamase SRT-3	K01467*	beta-lactamase class C
beta-lactam	blaSRT	SARG|beta-lactam|blaSRT|WP_047567658.1	NCBI|amr:amr|beta-lactam|blaSRT|WP_047567658.1	SRT/SST family class C beta-lactamase	K01467*	beta-lactamase class C
beta-lactam	blaSRT	SARG|beta-lactam|blaSRT|WP_048321520.1	NCBI|amr:amr|beta-lactam|blaSRT|WP_048321520.1	cephalosporin-hydrolyzing class C beta-lactamase SRT-2	K01467*	beta-lactamase class C
beta-lactam	blaSRT	SARG|beta-lactam|blaSRT|WP_063840465.1	NCBI|amr:amr|beta-lactam|blaSRT|WP_063840465.1	SRT/SST family class C beta-lactamase	K01467*	beta-lactamase class C
beta-lactam	blaSRT	SARG|beta-lactam|blaSRT|WP_063842939.1	NCBI|amr:amr|beta-lactam|blaSRT|WP_063842939.1	SRT/SST family class C beta-lactamase	K01467*	beta-lactamase class C
beta-lactam	blaSRT	SARG|beta-lactam|blaSRT|WP_063842944.1	NCBI|amr:amr|beta-lactam|blaSRT|WP_063842944.1	SRT/SST family class C beta-lactamase	K01467*	beta-lactamase class C
beta-lactam	blaSRT	SARG|beta-lactam|blaSRT|WP_063864749.1	NCBI|amr:amr|beta-lactam|blaSRT|WP_063864749.1	extended-spectrum class C beta-lactamase SRT-1	K01467*	beta-lactamase class C
beta-lactam	blaSRT	SARG|beta-lactam|blaSRT|WP_063864750.1	NCBI|amr:amr|beta-lactam|blaSRT|WP_063864750.1	cephalosporin-hydrolyzing class C beta-lactamase SST-1	K01467*	beta-lactamase class C
beta-lactam	blaSRT	SARG|beta-lactam|blaSRT|WP_249828069.1	NCBI|amr:amr|beta-lactam|blaSRT|WP_249828069.1	class C beta-lactamase SRT-4	K01467*	beta-lactamase class C
beta-lactam	blaSTA	SARG|beta-lactam|blaSTA|WP_109545039.1	NCBI|amr:amr|beta-lactam|blaSTA|WP_109545039.1	subclass B1 metallo-beta-lactamase STA-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaTEL	SARG|beta-lactam|blaTEL|WP_152404226.1	NCBI|amr:amr|beta-lactam|blaTEL|WP_152404226.1	class A beta-lactamase TEL-1	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_000027050.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_000027050.1	broad-spectrum class A beta-lactamase TEM-116	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_000027057.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_000027060.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_000027060.1	class A beta-lactamase TEM-181	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_000027061.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_000027061.1	extended-spectrum class A beta-lactamase TEM-10	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_011645017.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_011645017.1	broad-spectrum class A beta-lactamase TEM-2	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_013279314.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_013279314.1	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-33	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_015058867.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_015058867.1	class A beta-lactamase TEM-171	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_015058868.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_015058868.1	broad-spectrum class A beta-lactamase TEM-135	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_015058977.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_015058977.1	extended-spectrum class A beta-lactamase TEM-52	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_015365452.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_015365452.1	extended-spectrum class A beta-lactamase TEM-24	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_015379489.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_015379489.1	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-34	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_021526512.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_021526512.1	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-40	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_021561477.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_021561477.1	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-30	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_021598056.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_021598056.1	extended-spectrum class A beta-lactamase TEM-144	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032072208.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032072208.1	class A beta-lactamase TEM-210	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032221497.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032221497.1	class A beta-lactamase TEM-105	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032227889.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032227889.1	class A beta-lactamase TEM-272	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032488414.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032488414.1	extended-spectrum class A beta-lactamase TEM-3	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032489150.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032489150.1	extended-spectrum class A beta-lactamase TEM-60	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032489614.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032489614.1	extended-spectrum class A beta-lactamase TEM-72	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032489741.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032489741.1	inhibitor-resistant extended-spectrum class A beta-lactamase TEM-68	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032489893.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032489893.1	extended-spectrum class A beta-lactamase TEM-87	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032489980.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032489980.1	extended-spectrum class A beta-lactamase TEM-88	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490026.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490026.1	broad-spectrum class A beta-lactamase TEM-90	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490101.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490101.1	extended-spectrum class A beta-lactamase TEM-85	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490102.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490102.1	extended-spectrum class A beta-lactamase TEM-86	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490103.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490103.1	extended-spectrum class A beta-lactamase TEM-29	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490155.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490155.1	extended-spectrum class A beta-lactamase TEM-71	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490317.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490317.1	extended-spectrum class A beta-lactamase TEM-93	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490318.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490318.1	extended-spectrum class A beta-lactamase TEM-94	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490504.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490504.1	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-67	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490956.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490956.1	extended-spectrum class A beta-lactamase TEM-132	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490959.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490959.1	broad-spectrum class A beta-lactamase TEM-127	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032490960.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032490960.1	broad-spectrum class A beta-lactamase TEM-128	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032491283.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032491283.1	extended-spectrum class A beta-lactamase TEM-138	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032491376.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032491376.1	broad-spectrum class A beta-lactamase TEM-141	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032491449.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032491449.1	extended-spectrum class A beta-lactamase TEM-139	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032492108.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032492108.1	extended-spectrum class A beta-lactamase TEM-15	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032492113.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032492113.1	extended-spectrum class A beta-lactamase TEM-164	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032492330.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032492330.1	broad-spectrum class A beta-lactamase TEM-57	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032494237.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032494237.1	broad-spectrum class A beta-lactamase TEM-110	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_032494853.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_032494853.1	extended-spectrum class A beta-lactamase TEM-187	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_033560332.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_033560332.1	extended-spectrum class A beta-lactamase TEM-19	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_038976851.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_038976851.1	class A beta-lactamase TEM-176	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_040197984.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_040197984.1	broad-spectrum class A beta-lactamase TEM-206	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_042065300.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_042065300.1	extended-spectrum class A beta-lactamase TEM-12	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_047028173.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_047028173.1	extended-spectrum class A beta-lactamase TEM-26	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_048235862.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_048235862.1	class A beta-lactamase TEM-148	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_050190632.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_050190632.1	class A beta-lactamase TEM-215	K17836*	beta-lactamase class A
beta-lactam	blaTEM	SARG|beta-lactam|blaTEM|WP_052944427.1	NCBI|amr:amr|beta-lactam|blaTEM|WP_052944427.1	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-32	K17836*	beta-lactamase class A
